Time,Amount,Note
"3/8/18, 12:30 PM",4 oz.
"3/8/18, 9:10 PM",3 oz.
"3/9/18, 8:30 AM",3 oz.
"3/9/18, 12:14 PM",4 oz.
"3/9/18, 9:00 PM",3 oz.
"3/10/18, 8:15 AM",1 oz.
"3/10/18, 9:00 PM",2 oz.
"3/11/18, 8:08 AM",1 oz.
"3/11/18, 9:00 AM",2 oz.
"3/12/18, 8:25 AM",1 oz.
"3/12/18, 12:29 PM",7 oz.
"3/12/18, 9:00 PM",2.5 oz.
"3/13/18, 8:38 AM",3 oz.
"3/13/18, 12:30 PM",4 oz.
"3/13/18, 9:21 PM",2 oz.
"3/14/18, 8:01 AM",2 oz.,0.5 1.5
"3/14/18, 12:52 PM",4.5 oz.,2 2.5
"3/14/18, 9:10 PM",2 oz.
"3/15/18, 8:30 AM",.5 oz.
"3/15/18, 12:30 PM",4 oz.
"3/15/18, 9:30 PM",4.5 oz.
"3/16/18, 8:26 AM",3.5 oz.
"3/16/18, 12:28 PM",4 oz.
"3/16/18, 9:20 PM",4.5 oz.
"3/17/18, 7:27 AM",.5 oz.
"3/17/18, 9:07 PM",3 oz.
"3/18/18, 9:27 PM",2 oz.
"3/20/18, 7:38 PM",4.5 oz.
"3/20/18, 9:39 PM",3.5 oz.
"3/21/18, 8:20 AM",2 oz.
"3/21/18, 12:32 PM",3.25 oz.
"3/21/18, 9:05 PM",4.5 oz.
"3/22/18, 12:30 PM",4.5 oz.
"3/22/18, 9:09 PM",3 oz.
"3/23/18, 8:40 AM",2 oz.
"3/23/18, 8:52 PM",3 oz.
"3/24/18, 9:10 PM",4 oz.
"3/25/18, 4:45 PM",3.5 oz.
"3/26/18, 8:36 AM",.5 oz.
"3/26/18, 12:09 PM",4 oz.
"3/26/18, 9:00 PM",3 oz.
"3/27/18, 8:00 AM",3 oz.
"3/27/18, 12:30 PM",4 oz.
"3/28/18, 8:10 AM",3.5 oz.
"3/28/18, 2:09 PM",4 oz.
"3/28/18, 7:07 PM",4 oz.
"3/29/18, 8:15 AM",3 oz.
"3/29/18, 12:30 PM",3.5 oz.
"3/29/18, 9:00 PM",2 oz.
"3/30/18, 7:56 AM",1 oz.
"3/30/18, 12:39 PM",5.5 oz.
"3/30/18, 9:05 PM",3.5 oz.
"4/1/18, 9:31 PM",.5 oz.
"4/2/18, 8:30 AM",1.5 oz.
"4/2/18, 12:31 PM",6.5 oz.,2.5 4
"4/2/18, 9:41 PM",3.25 oz.,1.25 2
"4/3/18, 8:30 AM",2 oz.
"4/3/18, 12:30 PM",3 oz.
"4/3/18, 9:01 PM",3.5 oz.
"4/4/18, 8:30 AM",2 oz.
"4/4/18, 12:31 PM",3 oz.
"4/4/18, 5:44 PM",5 oz.
"4/4/18, 9:00 PM",2.5 oz.
"4/5/18, 8:15 AM",2.5 oz.
"4/5/18, 12:19 PM",2.5 oz.
"4/5/18, 9:00 PM",3 oz.
"4/6/18, 8:30 AM",4.5 oz.
"4/6/18, 12:13 PM",3.75 oz.
"4/6/18, 9:00 PM",2 oz.
"4/7/18, 9:00 PM",3 oz.
"4/8/18, 9:10 PM",2.5 oz.
"4/9/18, 8:29 AM",.5 oz.
"4/9/18, 12:29 PM",6 oz.
"4/9/18, 9:02 PM",3 oz.
"4/10/18, 8:50 PM",2 oz.
"4/11/18, 12:16 AM",.5 oz.
"4/11/18, 8:15 AM",3 oz.
"4/11/18, 7:16 PM",7 oz.
"4/11/18, 9:00 PM",1.5 oz.
"4/12/18, 8:15 AM",4 oz.
"4/12/18, 12:30 PM",3.5 oz.
"4/12/18, 6:15 PM",5.5 oz.
"4/12/18, 9:10 PM",1.5 oz.
"4/13/18, 8:30 AM",2.75 oz.
"4/13/18, 12:33 PM",3 oz.
"4/13/18, 7:29 PM",5.5 oz.
"4/13/18, 9:30 PM",1.5 oz.
"4/14/18, 6:30 PM",3.5 oz.
"4/14/18, 9:02 PM",2 oz.
"4/16/18, 8:25 AM",4 oz.
"4/16/18, 12:12 PM",3 oz.
"4/16/18, 7:02 PM",1 oz.
"4/16/18, 9:00 PM",3 oz.
"4/17/18, 8:17 AM",3 oz.
"4/17/18, 12:10 PM",3 oz.
"4/17/18, 9:00 PM",3 oz.
"4/18/18, 8:13 AM",3 oz.
"4/18/18, 12:49 PM",4 oz.
"4/18/18, 5:49 PM",4.5 oz.
"4/18/18, 8:51 PM",2 oz.
"4/19/18, 8:15 AM",4 oz.
"4/19/18, 1:00 PM",3 oz.
"4/19/18, 6:00 PM",4 oz.
"4/19/18, 9:05 PM",3 oz.
"4/20/18, 8:30 AM",3 oz.
"4/20/18, 12:30 PM",4.5 oz.
"4/20/18, 5:43 PM",4.5 oz.
"4/20/18, 9:09 PM",3 oz.
"4/21/18, 7:10 PM",5 oz.
"4/21/18, 9:07 PM",2 oz.
"4/22/18, 9:00 PM",3.5 oz.
"4/23/18, 8:20 AM",2 oz.
"4/23/18, 12:20 PM",4 oz.
"4/23/18, 6:00 PM",3.5 oz.
"4/23/18, 9:10 PM",3 oz.
"4/24/18, 8:21 AM",3 oz.
"4/24/18, 12:00 PM",.5 oz.
"4/24/18, 5:43 PM",5 oz.
"4/24/18, 9:00 PM",2 oz.
"4/25/18, 8:43 AM",2 oz.
"4/25/18, 12:00 PM",3 oz.
"4/25/18, 5:40 PM",3.5 oz.
"4/25/18, 9:00 PM",2 oz.
"4/26/18, 8:30 AM",3.5 oz.
"4/26/18, 12:30 PM",2.5 oz.
"4/26/18, 7:15 PM",2 oz.
"4/26/18, 9:29 PM",4.5 oz.
"4/29/18, 8:50 PM",2.5 oz.
"4/30/18, 9:00 AM",.5 oz.
"4/30/18, 12:30 PM",3 oz.
"4/30/18, 5:57 PM",4.5 oz.
"4/30/18, 9:00 PM",2 oz.
"5/1/18, 8:29 AM",2 oz.
"5/1/18, 12:44 PM",2.5 oz.
"5/1/18, 6:01 PM",3 oz.
"5/1/18, 9:00 PM",2 oz.
"5/2/18, 8:48 AM",3 oz.
"5/2/18, 12:30 PM",2.5 oz.
"5/2/18, 5:30 PM",3 oz.
"5/2/18, 9:23 PM",2 oz.
"5/3/18, 8:54 AM",2 oz.
"5/3/18, 12:32 PM",3.25 oz.
"5/3/18, 7:04 PM",4.5 oz.
"5/3/18, 9:30 PM",2 oz.
"5/4/18, 8:07 AM",2 oz.
"5/4/18, 9:20 PM",3 oz.
"5/5/18, 9:16 PM",4 oz.
"5/6/18, 9:25 PM",.5 oz.
"5/7/18, 9:00 AM",1 oz.
"5/7/18, 12:39 PM",5 oz.
"5/7/18, 5:40 PM",4 oz.
"5/7/18, 9:32 PM",2.5 oz.
"5/8/18, 12:30 PM",5 oz.
"5/8/18, 5:43 PM",4 oz.
"5/8/18, 9:00 PM",4 oz.
"5/9/18, 8:30 AM",5 oz.
"5/9/18, 12:30 PM",4 oz.
"5/9/18, 7:00 PM",3 oz.
"5/9/18, 10:08 PM",2 oz.
"5/14/18, 9:05 PM",.5 oz.
"5/15/18, 10:00 AM",4.5 oz.
"5/15/18, 2:00 PM",2 oz.
"5/15/18, 9:19 PM",2.25 oz.
"5/16/18, 8:30 AM",3 oz.
"5/16/18, 12:07 PM",3 oz.
"5/16/18, 5:07 PM",3 oz.
"5/16/18, 9:31 PM",2 oz.
